Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian
Merchants Lake Dam Lower,,,NC01596,,NC01596,John Germeroth,Private,Private,0,No,,,Recreation,Recreation,North Carolina,GUILF-003,36.238,-80.013,North Carolina,Guilford,Stokesdale,1.3,East Belews Creek-Tr,"North Carolina, Congressional District 06",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,23,26,26,25-50 feet,333,,,Undetermined,,35,35,32,3.5,,,,,,,,,,,2023-09-25,2014-10-30,,Low,Poor,,No,,https://damsafety.org/north-carolina,,,No,
Mann Irrigation Pond Dam,,,NC06380,,NC06380,"J. Lynn Mann Properties, LLC",Private,Private,,No,,,Other,Other,North Carolina,CHATH-086,35.7435,-79.2404,North Carolina,Chatham,Pittsboro,3.9,UT to Harlands Creek,"North Carolina, Congressional District 09",No,No,,No,No,No,No,,,,,,,,,No,N/A,Other,Other,,,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,,,,,,2023-09-25,,,Significant,,,No,,https://damsafety.org/north-carolina,,,No,
Orange-Alamance Lake Dam,Corporation Lake Dam,,NC00775,,NC00775,"Orange-Alamance Water System, Inc.",Public Utility,Public Utility,0,No,,,Water Supply,Water Supply,North Carolina,ORANG-007,36.0844,-79.1411,North Carolina,Orange,Hillsborough,2,Eno River,"North Carolina, Congressional District 04",No,No,,No,No,No,No,,,,,,,,,No,N/A,Concrete,Concrete,,,,10,20,20,Less than 25 feet,100,,1968,1960-1969,,205,205,168,5,25984,495,,,,,,,,,2023-09-25,2019-03-12,,Low,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Scarborough Lake Dam #1,,,NC01178,,NC01178,"Wipawy Associates, LLC",Private,Private,0,No,,,Recreation,Recreation,North Carolina,ROBES-007,34.5133,-79.0597,North Carolina,Robeson,Nichols,23,Hog Swamp,"North Carolina, Congressional District 07",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,9,12,12,Less than 25 feet,452,,1962,1960-1969,,53,53,43,10,,50,,,,,,,,,2023-09-25,2008-04-01,,Low,,,No,,https://damsafety.org/north-carolina,,,No,Lumbee SDTSA
Hewitt Lake Dam,,,NC00476,,NC00476,David G Grigg,Private,Private,0,No,,,Recreation,Recreation,North Carolina,MONTG-020,35.4087,-79.8892,North Carolina,Montgomery,Capelsie,9,Denson Creek,"North Carolina, Congressional District 08",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,15,25,25,25-50 feet,255,,1969,1960-1969,,50,50,42,5,,185,,,,,,,,,2023-09-25,2012-11-07,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Hylton Lake Dam,,,NC01640,,NC01640,Jean H Hinesley,Private,Private,0,No,USDA NRCS,,Recreation,Recreation,North Carolina,RANDO-059,35.7689,-79.8366,North Carolina,Randolph,Asheboro,4,Back Creek,"North Carolina, Congressional District 09",No,No,,No,No,No,No,,,Natural Resources Conservation Service,,,,,,No,N/A,Earth,Earth,,,,20,27,27,25-50 feet,337,,1972,1970-1979,,32,32,24,3,,,,,,,,,,,2023-09-25,2014-11-18,,Low,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Lake Property Dam,,,NC00596,,NC00596,Mark Williams,Private,Private,0,No,,,Recreation,Recreation,North Carolina,GUILF-082,36.026,-79.815,North Carolina,Guilford,Greensboro,,Ryan Creek-Os,"North Carolina, Congressional District 06",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,7,10,10,Less than 25 feet,300,,1959,1950-1959,,65,65,54,6,,165,,,,,,,,,2023-09-25,2013-02-27,,Low,Satisfactory,,Not Required,,https://damsafety.org/north-carolina,,,No,
Williamsurg Wildlife Club Dam,,,NC00554,,NC00554,Williamsburg Wildlife Cl,Private,Private,0,No,,,Recreation,Recreation,North Carolina,ROCKI-030,36.322,-79.555,North Carolina,Rockingham,Lawsonville,5,Hogans Creek,"North Carolina, Congressional District 06",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,18,28,28,25-50 feet,350,,1959,1950-1959,,198,198,166,20,1792,330,,,,,,,,,2023-09-25,2020-12-08,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,
Hardy Dam,,,NC02920,,NC02920,Mark Z Hardy,Private,Private,0,No,,,Recreation,Recreation,North Carolina,GUILF-269,36.197,-79.623,North Carolina,Guilford,,,Reedy Fork Creek,"North Carolina, Congressional District 06",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,21,25,25,25-50 feet,340,,,Undetermined,,23,23,19,2.3,,,,,,,,,,,2023-09-25,2013-11-21,,Low,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Satterfield Dam #4,,,NC02478,,NC02478,Michael D. Macko Et. Al.,Private,Private,0,No,,,Recreation,Recreation,North Carolina,FORSY-192,36.13333,-80.43694,North Carolina,Forsyth,,,Yadkin River-Tr,"North Carolina, Congressional District 05",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,19,28,28,25-50 feet,230,,1983,1980-1989,,17.7,17.7,11,1.5,41,,,,,,,,,,2023-09-25,2021-12-29,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,
Marsh Lake Dam,,,NC00539,,NC00539,McGee Corporation,Private,Private,0,No,,,Recreation,Recreation,North Carolina,UNION-019,34.9441,-80.365,North Carolina,Union,Peachland,9,Beaver Dam Creek,"North Carolina, Congressional District 08",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,15,20,20,Less than 25 feet,400,,1959,1950-1959,,52,52,43,8,102,106,,,,,,,,,2023-09-25,2021-11-17,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,
Williams Dam,,,NC02818,,NC02818,W R Williams,Private,Private,0,No,,,Recreation,Recreation,North Carolina,GUILF-165,35.982,-79.825,North Carolina,Guilford,Randleman,14,Polecat Creek-Tr,"North Carolina, Congressional District 06",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,15,18,18,Less than 25 feet,346,,,Undetermined,,60,60,49,8,43,150,,,,,,,,,2023-09-25,2014-12-10,,Low,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Moss Lake Dam,,,NC00953,,NC00953,George Hux,Private,Private,0,No,,,Irrigation,Irrigation;Recreation,North Carolina,HALIF-018,36.191,-77.806,North Carolina,Halifax,Enfield,6,Rocky Swamp-Tr,"North Carolina, Congressional District 01",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,18,20,20,Less than 25 feet,750,,1955,1950-1959,,130,130,108,10,,330,,,,,,,,,2023-09-25,2002-04-11,,Low,,,No,,https://damsafety.org/north-carolina,,,No,
Beaver Lodge Lake Dam #2,,,NC03881,,NC03881,Joel L Brown,Private,Private,0,No,,,Recreation,Recreation,North Carolina,ROCKI-044,36.2995,-79.57,North Carolina,Rockingham,Lawsonville,7,Hogan Creek-Tr,"North Carolina, Congressional District 06",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,24,27,27,25-50 feet,223,,1977,1970-1979,,16.32,16.32,14.52,1.5,22,,,,,,,,,,2023-09-25,2022-02-17,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,
Beam Lake Dam,,,NC01684,,NC01684,Linda B. Beam Family Trust,Private,Private,0,No,,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",North Carolina,GASTO-055,35.381,-81.338,North Carolina,Gaston,Cherryville,,Beaver Dam-Os,"North Carolina, Congressional District 10",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,20,23,23,Less than 25 feet,275,,,Undetermined,,50,50,,5,,,,,,,,,,,2023-09-25,2021-11-23,,Low,Fair,,No,,https://damsafety.org/north-carolina,,,No,
Calloway Dam,,,NC01865,,NC01865,Roman Catholic Diocese of Charlotte,Private,Private,0,No,,,Recreation,Recreation,North Carolina,AVERY-026,36.01028,-81.89306,North Carolina,Avery,Altamont Community,6,Stacy Creek,"North Carolina, Congressional District 05",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,10,13,13,Less than 25 feet,308,,,Undetermined,,7,7,3,1.5,,90,,,,,,,,,2023-09-25,2011-04-18,,Significant,Satisfactory,,No,,https://damsafety.org/north-carolina,,,No,
Taylor Lake Dam,,,NC01162,,NC01162,Francis T Burch,Private,Private,0,No,,,Irrigation,Irrigation;Recreation,North Carolina,DUPLI-004,35.0772,-78.1122,North Carolina,Duplin,Sarecta,14,Bear Swamp,"North Carolina, Congressional District 03",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,15,20,20,Less than 25 feet,1500,,1969,1960-1969,,324,324,270,,,13,,,,,,,,,2023-09-25,2015-10-06,,Low,Not Rated,,No,,https://damsafety.org/north-carolina,,,No,
Tillery                                                          ,,,NC00547,,NC00547,Duke Energy,Public Utility,Public Utility,2,No,,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02206-02-01,35.2067,-80.0658,North Carolina,Stanly,Cheraw                                            ,55,Pee Dee                       ,"North Carolina, Congressional District 08",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Concrete,Concrete;Earth;Gravity,Concrete,Rock,86,82,99,99,51-100 feet,2753,,1928,1920-1929,,167000,16700,167000,5260,4600,265000,Controlled,758,,,,,,Tainter (radial)18,2023-04-12,2022-04-26,1,High,Satisfactory,2023-04-11,Yes,2022-12-22,https://www.ferc.gov/dam-safety-and-inspections,Normal Operations,2023-04-11,No,
Crowder Park Dam,,,NC05070,,NC05070,Wake County Attorney's Office,Local Government,Local Government,,No,,,Recreation,Recreation,North Carolina,WAKE-365,35.69472,-78.76361,North Carolina,Wake,,,,"North Carolina, Congressional District 13",No,No,,No,No,No,No,,,,,,,,,No,N/A,Earth,Earth,,,,19,23,23,Less than 25 feet,250,,,Undetermined,,36,36,30,3.9,44,,,,,,,,,,2023-09-25,2018-11-29,,Significant,Fair,,No,,https://damsafety.org/north-carolina,,,No,
